DroneID,PosX,PosY,PosZ,VelX,VelY,VelZ,ThrustZ
0,0.65,-1.48,6.73,-0.31,-0.89,-0.00,11.77
1,8.54,-1.81,6.73,-2.92,0.24,-0.00,11.77
2,0.46,1.35,6.73,-1.19,-0.02,-0.00,11.77
3,3.75,-0.11,6.73,-0.77,-0.15,-0.00,11.77
4,7.01,1.31,6.73,-4.32,-0.21,-0.00,11.77
0,0.61,-1.56,6.73,-0.35,-0.80,-0.00,11.77
1,8.23,-1.82,6.73,-3.11,-0.05,-0.00,11.77
2,0.37,1.32,6.73,-0.90,-0.27,-0.00,11.77
3,3.65,-0.09,6.73,-0.95,0.12,-0.00,11.77
4,6.56,1.32,6.73,-4.47,0.03,-0.00,11.77
0,0.59,-1.64,6.73,-0.18,-0.80,-0.00,11.77
1,7.86,-1.78,6.73,-3.69,0.36,-0.00,11.77
2,0.31,1.27,6.73,-0.62,-0.44,-0.00,11.77
3,3.48,-0.08,6.73,-1.70,0.12,-0.00,11.77
4,6.22,1.32,6.73,-3.50,0.00,-0.00,11.77
0,0.56,-1.73,6.73,-0.31,-0.89,-0.00,11.77
1,7.45,-1.72,6.73,-4.06,0.64,-0.00,11.77
2,0.22,1.24,6.73,-0.91,-0.35,-0.00,11.77
3,3.33,-0.10,6.73,-1.58,-0.18,-0.00,11.77
4,5.85,1.28,6.73,-3.64,-0.36,-0.00,11.77
0,0.54,-1.81,6.73,-0.23,-0.82,-0.00,11.77
1,7.05,-1.69,6.73,-4.01,0.28,-0.00,11.77
2,0.16,1.19,6.73,-0.60,-0.54,-0.00,11.77
3,3.17,-0.14,6.73,-1.53,-0.39,-0.00,11.77
4,5.51,1.30,6.73,-3.42,0.24,-0.00,11.77
0,0.51,-1.90,6.73,-0.32,-0.90,-0.00,11.77
1,6.67,-1.69,6.73,-3.79,-0.04,-0.00,11.77
2,0.12,1.26,6.73,-0.37,0.73,-0.00,11.77
3,3.03,-0.14,6.73,-1.40,0.03,-0.00,11.77
4,5.13,1.34,6.73,-3.82,0.36,-0.00,11.77
0,0.48,-1.93,6.73,-0.32,-0.23,-0.00,11.77
1,6.30,-1.71,6.73,-3.75,-0.16,-0.00,11.77
2,0.09,1.33,6.73,-0.38,0.72,-0.00,11.77
3,2.84,-0.20,6.73,-1.94,-0.65,-0.00,11.77
4,4.78,1.42,6.73,-3.44,0.83,-0.00,11.77
0,0.50,-1.97,6.73,0.24,-0.42,-0.00,11.77
1,5.94,-1.74,6.73,-3.59,-0.30,-0.00,11.77
2,0.04,1.35,6.73,-0.42,0.18,-0.00,11.77
3,2.67,-0.28,6.73,-1.74,-0.82,-0.00,11.77
4,4.47,1.54,6.73,-3.17,1.17,-0.00,11.77
0,0.52,-2.02,6.73,0.17,-0.51,-0.00,11.77
1,5.55,-1.72,6.73,-3.83,0.24,-0.00,11.77
2,0.00,1.42,6.73,-0.42,0.75,-0.00,11.77
3,2.51,-0.38,6.73,-1.51,-0.93,-0.00,11.77
4,4.19,1.63,6.73,-2.74,0.86,-0.00,11.77
0,0.46,-2.06,6.73,-0.54,-0.36,-0.00,11.77
1,5.22,-1.69,6.73,-3.35,0.27,-0.00,11.77
2,-0.04,1.50,6.73,-0.41,0.75,-0.00,11.77
3,2.33,-0.45,6.73,-1.87,-0.73,-0.00,11.77
4,3.94,1.69,6.73,-2.48,0.65,-0.00,11.77
0,0.41,-2.10,6.73,-0.57,-0.40,-0.00,11.77
1,4.94,-1.66,6.73,-2.80,0.32,-0.00,11.77
2,-0.07,1.53,6.73,-0.32,0.29,-0.00,11.77
3,2.12,-0.50,6.73,-2.10,-0.54,-0.00,11.77
4,3.72,1.75,6.73,-2.26,0.59,-0.00,11.77
0,0.35,-2.13,6.73,-0.60,-0.35,-0.00,11.77
1,4.69,-1.61,6.73,-2.47,0.46,-0.00,11.77
2,-0.10,1.56,6.73,-0.32,0.34,-0.00,11.77
3,1.83,-0.60,6.73,-2.86,-0.92,-0.00,11.77
4,3.51,1.79,6.73,-2.10,0.41,-0.00,11.77
0,0.29,-2.17,6.73,-0.56,-0.42,-0.00,11.77
1,4.46,-1.56,6.73,-2.31,0.55,-0.00,11.77
2,-0.13,1.59,6.73,-0.30,0.28,-0.00,11.77
3,1.62,-0.67,6.73,-2.15,-0.73,-0.00,11.77
4,3.28,1.77,6.73,-2.31,-0.18,-0.00,11.77
0,0.22,-2.22,6.73,-0.66,-0.52,-0.00,11.77
1,4.25,-1.50,6.73,-2.12,0.55,-0.00,11.77
2,-0.18,1.57,6.73,-0.45,-0.23,-0.00,11.77
3,1.33,-0.77,6.73,-2.90,-1.04,-0.00,11.77
4,3.12,1.77,6.73,-1.58,0.01,-0.00,11.77
0,0.16,-2.30,6.73,-0.66,-0.76,-0.00,11.77
1,4.07,-1.49,6.73,-1.81,0.08,-0.00,11.77
2,-0.27,1.60,6.73,-0.88,0.33,-0.00,11.77
3,1.06,-0.80,6.73,-2.68,-0.33,-0.00,11.77
4,2.97,1.78,6.73,-1.53,0.11,-0.00,11.77
0,0.11,-2.38,6.73,-0.51,-0.83,-0.00,11.77
1,3.92,-1.51,6.73,-1.53,-0.17,-0.00,11.77
2,-0.35,1.65,6.73,-0.86,0.48,-0.00,11.77
3,0.86,-0.78,6.73,-2.00,0.20,-0.00,11.77
4,2.85,1.84,6.73,-1.15,0.62,-0.00,11.77
0,0.06,-2.46,6.73,-0.44,-0.78,-0.00,11.77
1,3.70,-1.48,6.73,-2.14,0.34,-0.00,11.77
2,-0.43,1.70,6.73,-0.80,0.49,-0.00,11.77
3,0.84,-0.77,6.73,-0.15,0.11,-0.00,11.77
4,2.78,1.87,6.73,-0.68,0.23,-0.00,11.77
0,0.03,-2.54,6.73,-0.32,-0.81,-0.00,11.77
1,3.51,-1.43,6.73,-1.90,0.46,-0.00,11.77
2,-0.51,1.73,6.73,-0.78,0.36,-0.00,11.77
3,0.85,-0.72,6.73,0.11,0.53,-0.00,11.77
4,2.70,1.88,6.73,-0.87,0.10,-0.00,11.77
0,0.04,-2.53,6.73,0.05,0.17,-0.00,11.77
1,3.29,-1.41,6.73,-2.22,0.19,-0.00,11.77
2,-0.53,1.78,6.73,-0.24,0.50,-0.00,11.77
3,0.86,-0.68,6.73,0.06,0.43,-0.00,11.77
4,2.58,1.93,6.73,-1.15,0.56,-0.00,11.77
0,-0.05,-2.62,6.73,-0.87,-0.91,-0.00,11.77
1,3.18,-1.41,6.73,-1.13,-0.01,-0.00,11.77
2,-0.56,1.83,6.73,-0.25,0.48,-0.00,11.77
3,0.82,-0.67,6.73,-0.38,0.06,-0.00,11.77
4,2.52,1.96,6.73,-0.65,0.28,-0.00,11.77
0,-0.13,-2.71,6.73,-0.82,-0.88,-0.00,11.77
1,3.10,-1.45,6.73,-0.76,-0.40,-0.00,11.77
2,-0.64,1.86,6.73,-0.82,0.32,-0.00,11.77
3,0.86,-0.69,6.73,0.35,-0.22,-0.00,11.77
4,2.48,2.02,6.73,-0.39,0.57,-0.00,11.77
0,-0.16,-2.76,6.73,-0.34,-0.51,-0.00,11.77
1,3.08,-1.43,6.73,-0.17,0.18,-0.00,11.77
2,-0.66,1.89,6.73,-0.21,0.30,-0.00,11.77
3,0.85,-0.64,6.73,-0.10,0.50,-0.00,11.77
4,2.41,2.03,6.73,-0.71,0.13,-0.00,11.77
0,-0.19,-2.80,6.73,-0.23,-0.43,-0.00,11.77
1,3.05,-1.40,6.73,-0.33,0.35,-0.00,11.77
2,-0.75,1.93,6.73,-0.91,0.36,-0.00,11.77
3,0.80,-0.64,6.73,-0.42,-0.02,-0.00,11.77
4,2.38,2.02,6.73,-0.30,-0.13,-0.00,11.77
0,-0.21,-2.85,6.73,-0.20,-0.55,-0.00,11.77
1,3.02,-1.41,6.73,-0.32,-0.12,-0.00,11.77
2,-0.80,1.92,6.73,-0.49,-0.11,-0.00,11.77
3,0.76,-0.65,6.73,-0.45,-0.03,-0.00,11.77
4,2.37,2.06,6.73,-0.08,0.39,-0.00,11.77
0,-0.24,-2.90,6.73,-0.27,-0.45,-0.00,11.77
1,2.90,-1.37,6.73,-1.21,0.42,-0.00,11.77
2,-0.88,1.96,6.73,-0.80,0.40,-0.00,11.77
3,0.76,-0.75,6.73,0.01,-1.01,-0.00,11.77
4,2.35,2.01,6.73,-0.19,-0.48,-0.00,11.77
0,-0.26,-2.95,6.73,-0.30,-0.47,-0.00,11.77
1,2.86,-1.31,6.73,-0.35,0.63,-0.00,11.77
2,-0.90,1.98,6.73,-0.19,0.26,-0.00,11.77
3,0.71,-0.75,6.73,-0.53,0.00,-0.00,11.77
4,2.26,1.96,6.73,-0.96,-0.52,-0.00,11.77
0,-0.25,-2.91,6.73,0.11,0.33,-0.00,11.77
1,2.84,-1.30,6.73,-0.26,0.07,-0.00,11.77
2,-0.98,2.01,6.73,-0.77,0.25,-0.00,11.77
3,0.65,-0.75,6.73,-0.56,-0.04,-0.00,11.77
4,2.11,1.85,6.73,-1.42,-1.08,-0.00,11.77
0,-0.33,-2.98,6.73,-0.76,-0.72,-0.00,11.77
1,2.82,-1.33,6.73,-0.11,-0.28,-0.00,11.77
2,-1.06,2.03,6.73,-0.78,0.25,-0.00,11.77
3,0.57,-0.71,6.73,-0.86,0.42,-0.00,11.77
4,2.02,1.81,6.73,-0.92,-0.38,-0.00,11.77
0,-0.32,-2.95,6.73,0.10,0.32,-0.00,11.77
1,2.74,-1.31,6.73,-0.87,0.16,-0.00,11.77
2,-1.11,2.01,6.73,-0.49,-0.21,-0.00,11.77
3,0.54,-0.66,6.73,-0.24,0.46,-0.00,11.77
4,1.97,1.83,6.73,-0.52,0.22,-0.00,11.77
0,-0.36,-2.95,6.73,-0.44,0.05,-0.00,11.77
1,2.65,-1.29,6.73,-0.92,0.26,-0.00,11.77
2,-1.18,2.04,6.73,-0.79,0.28,-0.00,11.77
3,0.46,-0.74,6.73,-0.87,-0.80,-0.00,11.77
4,1.96,1.83,6.73,-0.13,-0.02,-0.00,11.77
0,-0.36,-2.92,6.73,0.03,0.27,-0.00,11.77
1,2.64,-1.28,6.73,-0.09,0.11,-0.00,11.77
2,-1.26,2.07,6.73,-0.75,0.27,-0.00,11.77
3,0.40,-0.75,6.73,-0.61,-0.03,-0.00,11.77
4,1.95,1.87,6.73,-0.02,0.34,-0.00,11.77
0,-0.44,-3.01,6.73,-0.76,-0.88,-0.00,11.77
1,2.67,-1.22,6.73,0.34,0.59,-0.00,11.77
2,-1.27,2.09,6.73,-0.15,0.23,-0.00,11.77
3,0.37,-0.70,6.73,-0.28,0.52,-0.00,11.77
4,1.96,1.92,6.73,0.06,0.56,-0.00,11.77
0,-0.45,-3.05,6.73,-0.14,-0.38,-0.00,11.77
1,2.69,-1.21,6.73,0.20,0.07,-0.00,11.77
2,-1.34,2.12,6.73,-0.71,0.27,-0.00,11.77
3,0.28,-0.65,6.73,-0.86,0.42,-0.00,11.77
4,1.94,1.94,6.73,-0.20,0.20,-0.00,11.77
0,-0.47,-3.10,6.73,-0.17,-0.59,-0.00,11.77
1,2.70,-1.23,6.73,0.14,-0.23,-0.00,11.77
2,-1.36,2.14,6.73,-0.15,0.24,-0.00,11.77
3,0.30,-0.68,6.73,0.17,-0.25,-0.00,11.77
4,1.93,1.99,6.73,-0.07,0.43,-0.00,11.77
0,-0.48,-3.14,6.73,-0.11,-0.36,-0.00,11.77
1,2.71,-1.28,6.73,0.01,-0.48,-0.00,11.77
2,-1.44,2.17,6.73,-0.79,0.33,-0.00,11.77
3,0.27,-0.73,6.73,-0.31,-0.50,-0.00,11.77
4,1.94,2.04,6.73,0.02,0.56,-0.00,11.77
0,-0.49,-3.18,6.73,-0.11,-0.36,-0.00,11.77
1,2.71,-1.35,6.73,0.02,-0.71,-0.00,11.77
2,-1.46,2.20,6.73,-0.24,0.29,-0.00,11.77
3,0.32,-0.70,6.73,0.49,0.27,-0.00,11.77
4,1.95,2.12,6.73,0.12,0.74,-0.00,11.77
0,-0.50,-3.21,6.73,-0.11,-0.33,-0.00,11.77
1,2.69,-1.37,6.73,-0.22,-0.18,-0.00,11.77
2,-1.45,2.18,6.73,0.14,-0.26,-0.00,11.77
3,0.27,-0.72,6.73,-0.49,-0.24,-0.00,11.77
4,1.97,2.13,6.73,0.26,0.12,-0.00,11.77
0,-0.52,-3.26,6.73,-0.16,-0.48,-0.00,11.77
1,2.58,-1.34,6.73,-1.02,0.29,-0.00,11.77
2,-1.51,2.19,6.73,-0.65,0.19,-0.00,11.77
3,0.21,-0.73,6.73,-0.55,-0.02,-0.00,11.77
4,2.01,2.10,6.73,0.34,-0.31,-0.00,11.77
0,-0.53,-3.30,6.73,-0.16,-0.39,-0.00,11.77
1,2.50,-1.35,6.73,-0.81,-0.08,-0.00,11.77
2,-1.52,2.21,6.73,-0.04,0.17,-0.00,11.77
3,0.18,-0.68,6.73,-0.32,0.45,-0.00,11.77
4,1.95,2.05,6.73,-0.61,-0.47,-0.00,11.77
0,-0.54,-3.33,6.73,-0.09,-0.30,-0.00,11.77
1,2.44,-1.38,6.73,-0.65,-0.36,-0.00,11.77
2,-1.58,2.23,6.73,-0.66,0.20,-0.00,11.77
3,0.12,-0.69,6.73,-0.65,-0.04,-0.00,11.77
4,1.91,2.04,6.73,-0.36,-0.13,-0.00,11.77
0,-0.55,-3.36,6.73,-0.07,-0.30,-0.00,11.77
1,2.31,-1.41,6.73,-1.25,-0.24,-0.00,11.77
2,-1.66,2.28,6.73,-0.77,0.46,-0.00,11.77
3,0.08,-0.64,6.73,-0.35,0.45,-0.00,11.77
4,1.89,2.04,6.73,-0.18,0.09,-0.00,11.77
0,-0.61,-3.42,6.73,-0.57,-0.61,-0.00,11.77
1,2.22,-1.45,6.73,-0.89,-0.40,-0.00,11.77
2,-1.67,2.31,6.73,-0.08,0.32,-0.00,11.77
3,0.01,-0.64,6.73,-0.70,0.01,-0.00,11.77
4,1.80,2.03,6.73,-0.95,-0.20,-0.00,11.77
0,-0.66,-3.48,6.73,-0.56,-0.61,-0.00,11.77
1,2.12,-1.39,6.73,-1.04,0.57,-0.00,11.77
2,-1.72,2.31,6.73,-0.52,0.03,-0.00,11.77
3,-0.01,-0.62,6.73,-0.19,0.16,-0.00,11.77
4,1.75,1.97,6.73,-0.47,-0.58,-0.00,11.77
0,-0.67,-3.51,6.73,-0.12,-0.30,-0.00,11.77
1,2.09,-1.35,6.73,-0.27,0.42,-0.00,11.77
2,-1.79,2.33,6.73,-0.65,0.21,-0.00,11.77
3,-0.00,-0.66,6.73,0.06,-0.33,-0.00,11.77
4,1.73,1.95,6.73,-0.20,-0.21,-0.00,11.77
0,-0.68,-3.53,6.73,-0.05,-0.22,-0.00,11.77
1,2.07,-1.36,6.73,-0.18,-0.04,-0.00,11.77
2,-1.79,2.35,6.73,-0.03,0.14,-0.00,11.77
3,-0.02,-0.64,6.73,-0.19,0.12,-0.00,11.77
4,1.64,1.91,6.73,-0.94,-0.37,-0.00,11.77
0,-0.69,-3.57,6.73,-0.10,-0.36,-0.00,11.77
1,2.06,-1.39,6.73,-0.11,-0.37,-0.00,11.77
2,-1.85,2.37,6.73,-0.64,0.20,-0.00,11.77
3,-0.03,-0.74,6.73,-0.09,-0.94,-0.00,11.77
4,1.59,1.90,6.73,-0.51,-0.06,-0.00,11.77
0,-0.68,-3.53,6.73,0.08,0.39,-0.00,11.77
1,2.06,-1.45,6.73,-0.04,-0.56,-0.00,11.77
2,-1.85,2.35,6.73,0.03,-0.17,-0.00,11.77
3,-0.14,-0.69,6.73,-1.09,0.47,-0.00,11.77
4,1.51,1.92,6.73,-0.74,0.19,-0.00,11.77
0,-0.73,-3.59,6.73,-0.52,-0.61,-0.00,11.77
1,2.10,-1.48,6.73,0.45,-0.29,-0.00,11.77
2,-1.92,2.38,6.73,-0.74,0.32,-0.00,11.77
3,-0.24,-0.65,6.73,-1.01,0.39,-0.00,11.77
4,1.44,1.90,6.73,-0.68,-0.23,-0.00,11.77
0,-0.73,-3.64,6.73,-0.02,-0.54,-0.00,11.77
1,2.13,-1.52,6.73,0.25,-0.45,-0.00,11.77
2,-1.94,2.41,6.73,-0.21,0.26,-0.00,11.77
3,-0.32,-0.72,6.73,-0.83,-0.69,-0.00,11.77
4,1.41,1.90,6.73,-0.29,-0.04,-0.00,11.77
0,-0.74,-3.68,6.73,-0.05,-0.37,-0.00,11.77
1,2.14,-1.57,6.73,0.10,-0.51,-0.00,11.77
2,-1.98,2.38,6.73,-0.33,-0.31,-0.00,11.77
3,-0.43,-0.74,6.73,-1.08,-0.17,-0.00,11.77
4,1.42,1.91,6.73,0.02,0.19,-0.00,11.77
0,-0.74,-3.70,6.73,0.03,-0.22,-0.00,11.77
1,2.13,-1.58,6.73,-0.05,-0.06,-0.00,11.77
2,-1.96,2.35,6.73,0.15,-0.29,-0.00,11.77
3,-0.50,-0.75,6.73,-0.71,-0.08,-0.00,11.77
4,1.45,1.88,6.73,0.30,-0.40,-0.00,11.77
0,-0.73,-3.66,6.73,0.09,0.39,-0.00,11.77
1,2.12,-1.55,6.73,-0.17,0.27,-0.00,11.77
2,-1.97,2.37,6.73,-0.07,0.18,-0.00,11.77
3,-0.57,-0.75,6.73,-0.72,-0.09,-0.00,11.77
4,1.46,1.75,6.73,0.15,-1.26,-0.00,11.77
0,-0.72,-3.69,6.73,0.06,-0.25,-0.00,11.77
1,2.09,-1.55,6.73,-0.24,-0.01,-0.00,11.77
2,-2.01,2.36,6.73,-0.39,-0.04,-0.00,11.77
3,-0.65,-0.76,6.73,-0.76,-0.09,-0.00,11.77
4,1.45,1.64,6.73,-0.06,-1.11,-0.00,11.77
0,-0.71,-3.71,6.73,0.07,-0.25,-0.00,11.77
1,2.07,-1.52,6.73,-0.24,0.32,-0.00,11.77
2,-2.02,2.40,6.73,-0.10,0.36,-0.00,11.77
3,-0.73,-0.77,6.73,-0.80,-0.10,-0.00,11.77
4,1.41,1.58,6.73,-0.40,-0.59,-0.00,11.77
0,-0.71,-3.75,6.73,0.03,-0.37,-0.00,11.77
1,2.03,-1.46,6.73,-0.42,0.60,-0.00,11.77
2,-2.04,2.45,6.73,-0.19,0.47,-0.00,11.77
3,-0.81,-0.85,6.73,-0.83,-0.73,-0.00,11.77
4,1.34,1.56,6.73,-0.74,-0.16,-0.00,11.77
0,-0.70,-3.79,6.73,0.13,-0.41,-0.00,11.77
1,1.98,-1.44,6.73,-0.42,0.22,-0.00,11.77
2,-2.02,2.41,6.73,0.18,-0.37,-0.00,11.77
3,-0.92,-0.80,6.73,-1.08,0.45,-0.00,11.77
4,1.28,1.46,6.73,-0.66,-1.03,-0.00,11.77
0,-0.70,-3.83,6.73,0.01,-0.43,-0.00,11.77
1,1.88,-1.43,6.73,-1.03,0.07,-0.00,11.77
2,-2.07,2.44,6.73,-0.53,0.32,-0.00,11.77
3,-1.01,-0.82,6.73,-0.91,-0.17,-0.00,11.77
4,1.24,1.40,6.73,-0.32,-0.61,-0.00,11.77
0,-0.69,-3.79,6.73,0.05,0.40,-0.00,11.77
1,1.80,-1.45,6.73,-0.82,-0.19,-0.00,11.77
2,-2.13,2.47,6.73,-0.52,0.33,-0.00,11.77
3,-1.08,-0.74,6.73,-0.69,0.73,-0.00,11.77
4,1.25,1.30,6.73,0.05,-0.95,-0.00,11.77
0,-0.73,-3.87,6.73,-0.36,-0.74,-0.00,11.77
1,1.79,-1.46,6.73,-0.13,-0.08,-0.00,11.77
2,-2.10,2.44,6.73,0.22,-0.35,-0.00,11.77
3,-1.18,-0.76,6.73,-0.98,-0.16,-0.00,11.77
4,1.17,1.24,6.73,-0.80,-0.60,-0.00,11.77
0,-0.76,-3.93,6.73,-0.29,-0.59,-0.00,11.77
1,1.81,-1.45,6.73,0.24,0.10,-0.00,11.77
2,-2.16,2.49,6.73,-0.59,0.48,-0.00,11.77
3,-1.29,-0.73,6.73,-1.14,0.31,-0.00,11.77
4,1.13,1.22,6.73,-0.41,-0.28,-0.00,11.77
0,-0.74,-3.94,6.73,0.16,-0.14,-0.00,11.77
1,1.83,-1.47,6.73,0.15,-0.28,-0.00,11.77
2,-2.15,2.50,6.73,0.09,0.17,-0.00,11.77
3,-1.33,-0.76,6.73,-0.42,-0.35,-0.00,11.77
4,1.02,1.19,6.73,-1.10,-0.30,-0.00,11.77
0,-0.74,-3.91,6.73,-0.01,0.32,-0.00,11.77
1,1.83,-1.53,6.73,0.10,-0.53,-0.00,11.77
2,-2.20,2.54,6.73,-0.47,0.39,-0.00,11.77
3,-1.33,-0.76,6.73,0.03,0.04,-0.00,11.77
4,0.91,1.19,6.73,-1.11,0.04,-0.00,11.77
0,-0.73,-3.92,6.73,0.15,-0.15,-0.00,11.77
1,1.83,-1.58,6.73,-0.03,-0.55,-0.00,11.77
2,-2.26,2.59,6.73,-0.58,0.50,-0.00,11.77
3,-1.42,-0.84,6.73,-0.90,-0.78,-0.00,11.77
4,0.80,1.23,6.73,-1.06,0.37,-0.00,11.77
0,-0.76,-3.98,6.73,-0.28,-0.55,-0.00,11.77
1,1.86,-1.59,6.73,0.32,-0.09,-0.00,11.77
2,-2.29,2.57,6.73,-0.32,-0.20,-0.00,11.77
3,-1.49,-0.77,6.73,-0.65,0.67,-0.00,11.77
4,0.72,1.21,6.73,-0.83,-0.18,-0.00,11.77
0,-0.74,-4.00,6.73,0.14,-0.26,-0.00,11.77
1,1.83,-1.59,6.73,-0.32,0.03,-0.00,11.77
2,-2.34,2.63,6.73,-0.51,0.58,-0.00,11.77
3,-1.54,-0.75,6.73,-0.50,0.16,-0.00,11.77
4,0.64,1.14,6.73,-0.79,-0.64,-0.00,11.77
0,-0.73,-4.02,6.73,0.10,-0.19,-0.00,11.77
1,1.75,-1.58,6.73,-0.82,0.03,-0.00,11.77
2,-2.39,2.67,6.73,-0.45,0.39,-0.00,11.77
3,-1.65,-0.73,6.73,-1.12,0.20,-0.00,11.77
4,0.61,1.09,6.73,-0.29,-0.55,-0.00,11.77
0,-0.76,-4.07,6.73,-0.26,-0.51,-0.00,11.77
1,1.68,-1.55,6.73,-0.70,0.35,-0.00,11.77
2,-2.44,2.72,6.73,-0.52,0.51,-0.00,11.77
3,-1.69,-0.78,6.73,-0.46,-0.43,-0.00,11.77
4,0.61,1.04,6.73,0.04,-0.49,-0.00,11.77
0,-0.75,-4.03,6.73,0.04,0.42,-0.00,11.77
1,1.63,-1.54,6.73,-0.54,0.10,-0.00,11.77
2,-2.47,2.70,6.73,-0.27,-0.19,-0.00,11.77
3,-1.81,-0.75,6.73,-1.17,0.31,-0.00,11.77
4,0.64,1.00,6.73,0.23,-0.41,-0.00,11.77
0,-0.78,-4.08,6.73,-0.22,-0.49,-0.00,11.77
1,1.59,-1.50,6.73,-0.40,0.37,-0.00,11.77
2,-2.45,2.67,6.73,0.16,-0.35,-0.00,11.77
3,-1.86,-0.78,6.73,-0.49,-0.35,-0.00,11.77
4,0.61,1.05,6.73,-0.31,0.50,-0.00,11.77
0,-0.80,-4.13,6.73,-0.20,-0.48,-0.00,11.77
1,1.54,-1.43,6.73,-0.50,0.69,-0.00,11.77
2,-2.44,2.69,6.73,0.07,0.18,-0.00,11.77
3,-1.91,-0.82,6.73,-0.46,-0.37,-0.00,11.77
4,0.65,1.01,6.73,0.40,-0.38,-0.00,11.77
0,-0.78,-4.13,6.73,0.20,-0.02,-0.00,11.77
1,1.45,-1.39,6.73,-0.89,0.41,-0.00,11.77
2,-2.43,2.65,6.73,0.15,-0.30,-0.00,11.77
3,-2.02,-0.78,6.73,-1.14,0.34,-0.00,11.77
4,0.66,1.12,6.73,0.11,1.08,-0.00,11.77
0,-0.77,-4.08,6.73,0.04,0.45,-0.00,11.77
1,1.32,-1.37,6.73,-1.27,0.22,-0.00,11.77
2,-2.46,2.65,6.73,-0.31,-0.08,-0.00,11.77
3,-2.05,-0.87,6.73,-0.26,-0.91,-0.00,11.77
4,0.67,1.21,6.73,0.16,0.86,-0.00,11.77
0,-0.76,-4.10,6.73,0.18,-0.12,-0.00,11.77
1,1.27,-1.33,6.73,-0.48,0.39,-0.00,11.77
2,-2.50,2.65,6.73,-0.36,0.00,-0.00,11.77
3,-2.16,-0.84,6.73,-1.13,0.35,-0.00,11.77
4,0.69,1.24,6.73,0.22,0.33,-0.00,11.77
0,-0.76,-4.07,6.73,0.00,0.25,-0.00,11.77
1,1.25,-1.20,6.73,-0.22,1.33,-0.00,11.77
2,-2.53,2.65,6.73,-0.35,-0.00,-0.00,11.77
3,-2.20,-0.83,6.73,-0.39,0.05,-0.00,11.77
4,0.71,1.27,6.73,0.16,0.30,-0.00,11.77
0,-0.75,-4.04,6.73,0.05,0.36,-0.00,11.77
1,1.17,-1.12,6.73,-0.76,0.80,-0.00,11.77
2,-2.53,2.69,6.73,0.05,0.41,-0.00,11.77
3,-2.24,-0.89,6.73,-0.42,-0.51,-0.00,11.77
4,0.68,1.35,6.73,-0.27,0.80,-0.00,11.77
0,-0.78,-4.04,6.73,-0.30,-0.04,-0.00,11.77
1,1.12,-1.07,6.73,-0.59,0.47,-0.00,11.77
2,-2.57,2.68,6.73,-0.40,-0.11,-0.00,11.77
3,-2.29,-0.87,6.73,-0.54,0.16,-0.00,11.77
4,0.72,1.31,6.73,0.42,-0.35,-0.00,11.77
0,-0.79,-4.00,6.73,-0.06,0.39,-0.00,11.77
1,1.01,-1.06,6.73,-1.04,0.15,-0.00,11.77
2,-2.54,2.63,6.73,0.25,-0.43,-0.00,11.77
3,-2.33,-0.86,6.73,-0.40,0.12,-0.00,11.77
4,0.69,1.38,6.73,-0.37,0.62,-0.00,11.77
0,-0.82,-4.01,6.73,-0.38,-0.13,-0.00,11.77
1,0.96,-1.02,6.73,-0.50,0.42,-0.00,11.77
2,-2.58,2.62,6.73,-0.33,-0.11,-0.00,11.77
3,-2.37,-0.90,6.73,-0.38,-0.48,-0.00,11.77
4,0.71,1.43,6.73,0.25,0.54,-0.00,11.77
0,-0.83,-4.08,6.73,-0.00,-0.70,-0.00,11.77
1,0.95,-0.95,6.73,-0.15,0.62,-0.00,11.77
2,-2.56,2.58,6.73,0.14,-0.39,-0.00,11.77
3,-2.44,-0.85,6.73,-0.68,0.55,-0.00,11.77
4,0.74,1.47,6.73,0.23,0.39,-0.00,11.77
0,-0.83,-4.03,6.73,-0.01,0.56,-0.00,11.77
1,0.92,-0.93,6.73,-0.24,0.22,-0.00,11.77
2,-2.60,2.64,6.73,-0.40,0.58,-0.00,11.77
3,-2.48,-0.90,6.73,-0.37,-0.50,-0.00,11.77
4,0.76,1.51,6.73,0.25,0.41,-0.00,11.77
0,-0.82,-4.00,6.73,0.08,0.26,-0.00,11.77
1,0.89,-0.94,6.73,-0.33,-0.04,-0.00,11.77
2,-2.58,2.62,6.73,0.19,-0.23,-0.00,11.77
3,-2.52,-0.90,6.73,-0.38,-0.00,-0.00,11.77
4,0.74,1.59,6.73,-0.26,0.75,-0.00,11.77
0,-0.81,-3.96,6.73,0.03,0.46,-0.00,11.77
1,0.85,-0.95,6.73,-0.38,-0.18,-0.00,11.77
2,-2.62,2.61,6.73,-0.34,-0.14,-0.00,11.77
3,-2.55,-0.89,6.73,-0.38,0.10,-0.00,11.77
4,0.72,1.65,6.73,-0.15,0.69,-0.00,11.77
0,-0.82,-3.91,6.73,-0.06,0.44,-0.00,11.77
1,0.84,-0.85,6.73,-0.16,1.02,-0.00,11.77
2,-2.65,2.64,6.73,-0.35,0.34,-0.00,11.77
3,-2.55,-0.95,6.73,0.06,-0.58,-0.00,11.77
4,0.70,1.70,6.73,-0.19,0.49,-0.00,11.77
0,-0.82,-3.96,6.73,0.01,-0.52,-0.00,11.77
1,0.91,-0.87,6.73,0.69,-0.18,-0.00,11.77
2,-2.68,2.62,6.73,-0.32,-0.16,-0.00,11.77
